Gauge,Trace,Alarm Name,Type,Threshold,threshold_num,row_category
ACC - Rain -Waitangi @ Diver Road,Rainfall 6 hr window sum,742736_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Waitangi @ Diver Road,Rainfall 60 min window sum,742736_threshold_alarm_15mm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Waitangi @ Diver Road,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Waitangi @ Diver Road,Rainfall 7 days window sum,742736_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Waiuku Rain @ Waiuku-Otaua Rd,10mm Drought Alarm,742739_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Waiuku Rain @ Waiuku-Otaua Rd,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Waiuku Rain @ Waiuku-Otaua Rd,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73,9.73,Data freshness (recency)
ACC - Rain -Waiuku Rain @ Waiuku-Otaua Rd,Rainfall 12 hr window sum,742739_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Waiuku Rain @ Waiuku-Otaua Rd,Rainfall 24 hr window sum,742739_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Waiuku Rain @ Waiuku-Otaua Rd,Rainfall 30 min window sum,742739_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Waiuku Rain @ Waiuku-Otaua Rd,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Waiuku Rain @ Waiuku-Otaua Rd,Rainfall 6 hr window sum,742739_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Waiuku Rain @ Waiuku-Otaua Rd,Rainfall 60 min window sum,742739_threshold_alarm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Waiuku Rain @ Waiuku-Otaua Rd,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Waiuku Rain @ Waiuku-Otaua Rd,Rainfall 7 days window sum,742739_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Whangamaire @ Culvert,10mm Drought Alarm,741813_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Whangamaire @ Culvert,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Whangamaire @ Culvert,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73,9.73,Data freshness (recency)
ACC - Rain -Whangamaire @ Culvert,Rainfall 12 hr window sum,741813_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Whangamaire @ Culvert,Rainfall 24 hr window sum,741813_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Whangamaire @ Culvert,Rainfall 30 min window sum,741813_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Whangamaire @ Culvert,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Whangamaire @ Culvert,Rainfall 6 hr window sum,741813_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Whangamaire @ Culvert,Rainfall 60 min window sum,741813_threshold_alarm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Whangamaire @ Culvert,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Whangamaire @ Culvert,Rainfall 7 days window sum,741813_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Whau @ Mt Roskill Substn Rainfall,10mm Drought Alarm,649713_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Whau @ Mt Roskill Substn Rainfall,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Whau @ Mt Roskill Substn Rainfall,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.56,9.56,Data freshness (recency)
ACC - Rain -Whau @ Mt Roskill Substn Rainfall,Rainfall 12 hr window sum,649713_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Whau @ Mt Roskill Substn Rainfall,Rainfall 24 hr window sum,649713_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Whau @ Mt Roskill Substn Rainfall,Rainfall 30 min window sum,649713_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Whau @ Mt Roskill Substn Rainfall,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Whau @ Mt Roskill Substn Rainfall,Rainfall 6 hr window sum,649713_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Whau @ Mt Roskill Substn Rainfall,Rainfall 60 min window sum,649713_threshold_alarm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Whau @ Mt Roskill Substn Rainfall,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Whau @ Mt Roskill Substn Rainfall,Rainfall 7 days window sum,649713_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
ACC - Rain -Whenuapai @ Airbase,10mm Drought Alarm,647601_10mm Drought Alarm,Overflow/Max,0.99,0.99,Threshold alarm (overflow)
ACC - Rain -Whenuapai @ Airbase,Max TP108 ARI,ARI Max Threshold,Overflow/Max,5.0,5.0,Threshold alarm (overflow)
ACC - Rain -Whenuapai @ Airbase,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73,9.73,Data freshness (recency)
ACC - Rain -Whenuapai @ Airbase,Rainfall 12 hr window sum,647601_threshold_alarm,Overflow/Max,70.0,70.0,Threshold alarm (overflow)
ACC - Rain -Whenuapai @ Airbase,Rainfall 24 hr window sum,647601_threshold_alarm,Overflow/Max,100.0,100.0,Threshold alarm (overflow)
ACC - Rain -Whenuapai @ Airbase,Rainfall 30 min window sum,647601_threshold_alarm_15mm,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Whenuapai @ Airbase,Rainfall 30 second window sum,2.5 mm,Overflow/Max,2.49,2.49,Threshold alarm (overflow)
ACC - Rain -Whenuapai @ Airbase,Rainfall 6 hr window sum,647601_threshold_alarm,Overflow/Max,50.0,50.0,Threshold alarm (overflow)
ACC - Rain -Whenuapai @ Airbase,Rainfall 60 min window sum,647601_threshold_alarm,Overflow/Max,25.0,25.0,Threshold alarm (overflow)
ACC - Rain -Whenuapai @ Airbase,Rainfall 60 min window sum - Mirror,1 hour Accumulated Threshold,Overflow/Max,15.0,15.0,Threshold alarm (overflow)
ACC - Rain -Whenuapai @ Airbase,Rainfall 7 days window sum,647601_threshold_alarm,Overflow/Max,180.0,180.0,Threshold alarm (overflow)
Mangere @ Greenwood Road,Rainfall (primary),Data Recency (derived from telemeteredMaximumTime),Recency,9.73,9.73,Data freshness (recency)
